"Version (0 = Fixed Task)","Task","Concept","Input Planning Assistance:","Advertising:","Proximity to data points:","Mobile App Availability:","Price"
24,12,1,1,2,1,1,3
24,12,2,2,1,3,2,5
24,12,3,2,4,2,2,1
25,1,1,1,3,3,2,3
25,1,2,2,4,1,1,5
25,1,3,1,2,2,2,4
25,2,1,2,3,3,1,1
25,2,2,1,4,2,2,2
25,2,3,2,1,4,1,4
25,3,1,2,2,4,2,2
25,3,2,1,1,1,1,1
25,3,3,1,3,2,1,4
25,4,1,2,1,1,2,5
25,4,2,1,4,3,1,3
25,4,3,2,2,4,2,4
25,5,1,2,3,1,2,3
25,5,2,2,1,2,1,2
25,5,3,1,4,4,2,1
25,6,1,1,4,4,1,2
25,6,2,1,2,3,1,5
25,6,3,2,3,1,2,4
25,7,1,2,4,1,1,3
25,7,2,1,1,3,2,1
25,7,3,2,2,2,1,5
25,8,1,1,1,2,2,3
25,8,2,2,3,3,1,2
25,8,3,1,2,4,2,5
25,9,1,2,4,3,2,1
25,9,2,1,2,1,1,4
25,9,3,1,3,4,1,5
25,10,1,2,4,3,2,4
25,10,2,2,1,2,2,2
25,10,3,1,2,1,1,1
25,11,1,1,3,2,2,4
25,11,2,2,1,4,1,3
25,11,3,1,2,1,2,2
25,12,1,1,1,3,2,5
25,12,2,2,4,2,1,1
25,12,3,2,3,4,1,3
26,1,1,2,2,3,2,3
26,1,2,1,3,4,2,1
26,1,3,1,1,2,1,4
26,2,1,1,3,2,2,2
26,2,2,2,2,4,1,4
26,2,3,2,4,1,1,5
26,3,1,2,2,2,1,1
26,3,2,1,4,3,1,3
26,3,3,2,1,1,2,5
26,4,1,2,3,3,1,5
26,4,2,1,1,1,2,3
26,4,3,1,4,4,2,2
26,5,1,2,2,3,2,2
26,5,2,2,4,2,2,4
26,5,3,1,1,4,1,1
26,6,1,1,1,3,1,4
26,6,2,1,3,1,1,2
26,6,3,2,2,4,2,3
26,7,1,1,4,2,1,5
26,7,2,2,1,3,1,2
26,7,3,2,3,1,2,1
26,8,1,1,2,2,2,3
26,8,2,2,4,1,1,4
26,8,3,1,3,4,2,5
26,9,1,2,1,4,2,5
26,9,2,1,2,1,2,4
26,9,3,2,3,2,1,1
26,10,1,1,2,4,1,1
26,10,2,1,4,3,1,3
26,10,3,2,1,1,2,2
26,11,1,2,4,2,1,2
26,11,2,1,3,3,2,4
26,11,3,1,1,1,2,1
26,12,1,1,4,2,2,5
26,12,2,2,3,3,1,3
26,12,3,2,2,4,1,2
27,1,1,2,4,4,2,1
27,1,2,2,2,3,2,5
27,1,3,1,3,1,1,3
27,2,1,1,1,2,1,4
27,2,2,1,4,4,1,5
27,2,3,2,3,1,2,3
27,3,1,1,4,1,1,2
27,3,2,1,2,3,2,1
27,3,3,2,1,2,1,4
27,4,1,1,1,3,1,2
27,4,2,2,3,2,2,3
27,4,3,2,2,4,2,4
27,5,1,1,1,4,2,3
27,5,2,1,4,2,2,1
27,5,3,2,2,1,1,5
27,6,1,2,3,3,1,1
27,6,2,1,2,2,2,2
27,6,3,2,1,4,1,5
27,7,1,2,4,3,2,4
27,7,2,1,2,2,1,3
27,7,3,1,3,1,1,1
27,8,1,2,4,1,2,2
27,8,2,2,1,3,2,5
27,8,3,1,3,4,1,4
27,9,1,2,4,4,1,3
27,9,2,2,2,2,1,1
27,9,3,1,3,3,2,5
27,10,1,1,1,1,2,4
27,10,2,2,3,2,1,2
27,10,3,1,4,3,2,3
27,11,1,1,3,2,2,2
27,11,2,2,1,4,2,1
27,11,3,1,2,1,1,5
27,12,1,2,4,1,1,4
27,12,2,1,2,4,2,2
27,12,3,2,1,3,1,1
28,1,1,2,3,2,2,5
28,1,2,1,1,4,1,3
28,1,3,1,2,3,1,4
28,2,1,2,4,1,2,3
28,2,2,2,3,4,2,4
28,2,3,1,1,2,1,5
28,3,1,2,2,1,1,2
28,3,2,2,1,2,2,3
28,3,3,1,4,3,2,1
28,4,1,2,2,1,2,1
28,4,2,1,4,4,1,5
28,4,3,1,3,3,1,2
28,5,1,1,1,1,2,4
28,5,2,2,2,3,1,3
28,5,3,2,4,4,1,2
28,6,1,2,1,3,1,4
28,6,2,1,4,4,2,1
28,6,3,1,3,2,2,5
28,7,1,1,3,1,1,3
28,7,2,2,2,2,2,4
28,7,3,1,1,3,2,2
28,8,1,2,3,4,1,4
28,8,2,1,2,1,2,1
28,8,3,2,4,2,1,5
28,9,1,2,3,3,2,5
28,9,2,2,1,1,1,1
28,9,3,1,2,2,1,3
28,10,1,1,4,4,2,2
28,10,2,2,1,2,1,1
28,10,3,1,3,1,2,4
28,11,1,2,1,2,2,2
28,11,2,2,4,4,2,3
28,11,3,1,2,3,1,5
28,12,1,1,3,4,1,1
28,12,2,1,4,3,1,4
28,12,3,2,2,1,2,5
29,1,1,2,3,3,2,2
29,1,2,1,1,1,1,3
29,1,3,1,4,2,2,1
29,2,1,2,2,4,1,2
29,2,2,2,4,1,1,5
29,2,3,1,1,3,2,3
29,3,1,2,3,2,1,1
29,3,2,1,2,4,2,4
29,3,3,2,4,3,2,3
29,4,1,2,2,2,2,4
29,4,2,1,3,1,1,5
29,4,3,1,1,4,1,2
29,5,1,1,4,2,1,4
29,5,2,2,2,3,1,1
29,5,3,2,1,4,2,5
29,6,1,1,3,1,2,2
29,6,2,1,1,2,2,5
29,6,3,2,2,4,1,3
29,7,1,2,4,1,1,4
29,7,2,1,2,2,1,3
29,7,3,1,3,3,2,1
29,8,1,2,4,1,2,2
29,8,2,2,3,3,2,3
29,8,3,1,1,4,1,4
29,9,1,1,4,2,1,1
29,9,2,1,2,4,2,5
29,9,3,2,1,3,1,2
29,10,1,1,4,3,1,5
29,10,2,2,1,4,2,1
29,10,3,2,3,1,2,4
29,11,1,1,2,1,2,3
29,11,2,2,4,3,2,4
29,11,3,2,3,2,1,2
29,12,1,2,1,2,2,5
29,12,2,1,3,4,1,3
29,12,3,1,2,1,1,2
30,1,1,2,1,1,1,1
30,1,2,1,4,2,2,3
30,1,3,2,3,4,1,5
30,2,1,1,2,3,2,2
30,2,2,2,3,2,1,4
30,2,3,1,4,4,2,1
30,3,1,2,2,1,2,1
30,3,2,1,1,3,1,4
30,3,3,2,3,4,2,3
30,4,1,2,1,2,2,2
30,4,2,1,4,1,1,5
30,4,3,1,2,3,1,1
30,5,1,2,2,3,1,5
30,5,2,2,1,1,1,3
30,5,3,1,3,2,2,4
30,6,1,1,1,1,2,5
30,6,2,1,4,4,2,2
30,6,3,2,2,2,1,3
30,7,1,1,3,4,1,2
30,7,2,2,4,3,2,1
30,7,3,1,2,2,2,4
30,8,1,1,1,3,2,3
30,8,2,2,4,4,1,4
30,8,3,2,3,1,1,1
30,9,1,2,2,4,2,5
30,9,2,1,1,1,1,1
30,9,3,1,4,2,1,2
30,10,1,1,1,4,1,4
30,10,2,2,4,1,2,3
30,10,3,2,3,3,2,2
30,11,1,1,3,2,2,5
30,11,2,2,2,3,1,2
30,11,3,2,1,4,2,4
30,12,1,2,4,2,2,1
30,12,2,1,3,3,1,3
30,12,3,1,2,1,1,5
31,1,1,1,3,1,2,4
31,1,2,2,4,3,1,5
31,1,3,1,2,4,2,1
31,2,1,2,1,2,1,2
31,2,2,2,3,4,1,1
31,2,3,1,4,1,2,3
31,3,1,1,1,2,1,3
31,3,2,2,2,3,2,4
31,3,3,2,4,1,1,2
31,4,1,1,3,4,2,2
31,4,2,1,1,3,2,5
31,4,3,2,2,2,1,3
31,5,1,1,4,3,1,4
31,5,2,2,1,1,2,5
31,5,3,1,3,2,1,1
31,6,1,1,1,3,1,1
31,6,2,2,4,2,2,5
31,6,3,2,2,4,2,3
31,7,1,2,3,4,1,4
31,7,2,2,1,3,2,1
31,7,3,1,2,1,2,2
31,8,1,1,4,4,1,5
31,8,2,2,3,1,2,3
31,8,3,1,2,2,1,4
31,9,1,2,1,4,1,2
31,9,2,2,2,1,1,4
31,9,3,1,3,2,2,1
31,10,1,2,3,2,1,5
31,10,2,1,4,3,2,2
31,10,3,1,1,4,2,3
31,11,1,1,4,1,1,1
31,11,2,2,2,3,2,5
31,11,3,1,1,2,2,4
31,12,1,2,4,1,1,4
31,12,2,1,2,4,2,2
31,12,3,2,3,3,1,3
32,1,1,2,4,2,2,2
32,1,2,2,2,4,1,1
32,1,3,1,3,3,1,5
32,2,1,1,2,3,2,4
32,2,2,1,1,1,2,3
32,2,3,2,4,4,1,5
32,3,1,1,4,4,1,3
32,3,2,2,3,1,2,1
32,3,3,1,1,2,1,2
32,4,1,1,3,1,1,2
32,4,2,2,2,2,2,3
32,4,3,2,1,3,2,4
32,5,1,1,2,2,1,3
32,5,2,1,3,4,2,5
32,5,3,2,1,3,1,1
32,6,1,1,2,3,1,5
32,6,2,2,3,4,2,4
32,6,3,2,4,1,2,2
32,7,1,2,1,1,1,5
32,7,2,2,3,3,1,3
32,7,3,1,4,2,2,1
32,8,1,1,4,2,2,4
32,8,2,1,2,1,2,1
32,8,3,2,1,4,1,2
32,9,1,1,1,1,1,4
32,9,2,2,4,3,2,3
32,9,3,2,2,2,2,5
32,10,1,2,1,2,2,2
32,10,2,1,3,4,1,1
32,10,3,1,4,3,1,3
32,11,1,2,4,2,1,4
32,11,2,1,3,4,2,5
32,11,3,2,2,1,1,2
32,12,1,2,3,3,1,4
32,12,2,1,1,4,2,1
32,12,3,1,2,1,2,2
33,1,1,2,4,4,2,1
33,1,2,2,3,1,2,3
33,1,3,1,2,2,1,5
33,2,1,1,1,3,1,2
33,2,2,2,2,4,2,4
33,2,3,1,4,1,1,5
33,3,1,1,3,3,2,3
33,3,2,2,1,2,1,1
33,3,3,1,2,4,1,4
33,4,1,2,1,1,2,5
33,4,2,1,3,2,1,2
33,4,3,2,4,3,2,1
33,5,1,2,4,4,1,3
33,5,2,2,2,3,1,2
33,5,3,1,3,1,2,4
33,6,1,1,1,2,2,3
33,6,2,2,3,1,1,1
33,6,3,1,4,3,2,5
33,7,1,2,1,4,2,5
33,7,2,2,3,3,2,2
33,7,3,1,2,2,1,1
33,8,1,1,4,1,1,2
33,8,2,1,1,4,1,3
33,8,3,2,2,2,2,4
33,9,1,2,1,1,1,3
33,9,2,2,3,2,1,5
33,9,3,1,2,3,2,1
33,10,1,1,1,3,2,2
33,10,2,1,4,4,2,4
33,10,3,2,2,1,1,3
33,11,1,2,4,2,2,5
33,11,2,1,2,1,2,1
33,11,3,1,3,4,1,4
33,12,1,2,1,4,1,1
33,12,2,1,3,2,2,3
33,12,3,2,4,3,1,4
34,1,1,1,4,2,1,1
34,1,2,1,1,3,1,5
34,1,3,2,2,4,2,2
34,2,1,1,2,4,1,3
34,2,2,2,3,1,2,4
34,2,3,2,1,2,2,2
34,3,1,2,3,3,1,1
34,3,2,2,2,2,1,3
34,3,3,1,4,1,2,5
34,4,1,1,1,1,2,4
34,4,2,2,4,4,1,2
34,4,3,1,3,3,2,5
34,5,1,1,3,2,1,2
34,5,2,2,2,4,2,5
34,5,3,1,1,1,1,4
34,6,1,1,2,1,1,1
34,6,2,2,1,2,2,4
34,6,3,2,4,3,2,3
34,7,1,2,1,1,2,3
34,7,2,1,3,4,2,1
34,7,3,2,4,3,1,5
34,8,1,1,2,3,1,2
34,8,2,2,3,2,2,1
34,8,3,1,4,4,1,3
34,9,1,2,2,3,1,4
34,9,2,2,3,1,1,5
34,9,3,1,4,2,2,2
34,10,1,1,2,3,2,3
34,10,2,2,4,2,1,4
34,10,3,1,1,4,2,5
34,11,1,2,3,4,2,2
34,11,2,1,1,1,1,1
34,11,3,2,2,2,1,5
34,12,1,1,4,1,2,2
34,12,2,1,3,3,2,4
34,12,3,2,1,4,1,3
35,1,1,1,3,2,1,3
35,1,2,2,1,3,2,1
35,1,3,2,2,1,2,2
35,2,1,1,4,4,1,4
35,2,2,2,2,2,2,1
35,2,3,1,1,3,1,5
35,3,1,1,1,2,1,2
35,3,2,2,3,1,1,5
35,3,3,1,4,4,2,1
35,4,1,1,2,3,1,4
35,4,2,2,4,1,2,3
35,4,3,2,3,4,2,2
35,5,1,1,2,4,2,5
35,5,2,2,4,3,1,1
35,5,3,1,3,2,2,3
35,6,1,2,1,1,1,4
35,6,2,2,3,4,1,2
35,6,3,1,4,2,2,5
35,7,1,1,2,1,1,1
35,7,2,2,1,3,2,4
35,7,3,2,4,4,1,3
35,8,1,1,1,3,2,2
35,8,2,1,3,1,2,4
35,8,3,2,2,2,1,5
35,9,1,1,3,3,1,3
35,9,2,2,1,4,2,1
35,9,3,1,4,1,1,2
35,10,1,2,4,3,2,1
35,10,2,1,1,4,1,5
35,10,3,2,2,2,2,3
35,11,1,2,3,2,1,4
35,11,2,1,2,1,2,3
35,11,3,2,1,3,1,2
35,12,1,1,2,4,2,4
35,12,2,1,4,2,2,1
35,12,3,2,3,1,1,5
36,1,1,2,2,4,1,2
36,1,2,1,1,2,1,1
36,1,3,2,4,1,2,5
36,2,1,1,1,4,2,5
36,2,2,1,3,3,2,3
36,2,3,2,4,2,1,4
36,3,1,1,3,1,1,1
36,3,2,2,2,3,2,2
36,3,3,2,1,2,2,3
36,4,1,1,2,1,1,2
36,4,2,1,4,3,1,4
36,4,3,2,3,4,2,1
36,5,1,1,4,4,1,3
36,5,2,1,3,2,2,5
36,5,3,2,1,1,2,4
36,6,1,2,2,3,1,5
36,6,2,2,1,4,1,3
36,6,3,1,4,1,2,2
36,7,1,1,2,3,2,4
36,7,2,2,3,2,1,1
36,7,3,2,4,1,2,3
36,8,1,1,3,3,1,5
36,8,2,2,2,4,2,1
36,8,3,1,1,2,1,2
36,9,1,1,1,2,2,3
36,9,2,2,3,3,2,2
36,9,3,1,2,4,1,4
36,10,1,2,2,2,1,5
36,10,2,2,4,1,1,1
36,10,3,1,3,4,2,4
36,11,1,1,1,3,1,1
36,11,2,2,3,4,1,2
36,11,3,2,4,1,2,4
36,12,1,1,2,1,2,5
36,12,2,1,1,2,2,2
36,12,3,2,4,3,1,3
37,1,1,1,4,3,2,1
37,1,2,2,1,4,2,5
37,1,3,1,3,1,1,3
37,2,1,1,4,4,2,2
37,2,2,2,1,1,1,3
37,2,3,2,2,2,1,4
37,3,1,2,3,3,2,4
37,3,2,1,2,2,1,1
37,3,3,1,4,4,1,5
37,4,1,1,1,3,1,4
37,4,2,2,2,1,2,1
37,4,3,2,3,2,2,5
37,5,1,1,3,1,1,5
37,5,2,1,2,3,2,3
37,5,3,2,4,2,1,2
37,6,1,1,4,2,1,4
37,6,2,2,2,3,2,2
37,6,3,2,1,4,2,1
37,7,1,2,4,2,2,5
37,7,2,1,1,1,2,4
37,7,3,2,3,4,1,3
37,8,1,2,3,1,2,2
37,8,2,1,1,3,1,1
37,8,3,1,2,4,1,3
37,9,1,1,3,2,2,3
37,9,2,2,4,3,1,5
37,9,3,2,1,1,1,4
37,10,1,2,3,3,1,1
37,10,2,1,1,2,2,5
37,10,3,1,2,4,2,2
37,11,1,2,1,3,2,3
37,11,2,1,2,1,1,2
37,11,3,2,4,4,2,4
37,12,1,2,2,2,2,3
37,12,2,1,3,4,1,1
37,12,3,1,4,1,1,2
38,1,1,2,2,4,1,5
38,1,2,1,4,3,2,1
38,1,3,1,3,2,2,4
38,2,1,1,2,3,2,5
38,2,2,2,1,1,1,2
38,2,3,2,4,2,1,1
38,3,1,2,3,1,2,3
38,3,2,1,1,4,1,4
38,3,3,1,4,2,2,2
38,4,1,1,1,1,2,5
38,4,2,2,2,3,1,4
38,4,3,2,3,4,1,1
38,5,1,1,3,3,1,2
38,5,2,1,2,1,1,3
38,5,3,2,4,4,2,4
38,6,1,2,3,3,2,5
38,6,2,2,1,2,2,1
38,6,3,1,4,4,1,3
38,7,1,2,1,2,1,2
38,7,2,2,4,3,2,3
38,7,3,1,2,1,2,1
38,8,1,1,3,2,1,4
38,8,2,2,2,1,1,1
38,8,3,2,1,4,2,5
38,9,1,1,3,4,2,2
38,9,2,2,2,1,2,4
38,9,3,1,1,3,1,3
38,10,1,1,2,4,1,1
38,10,2,1,4,2,1,5
38,10,3,2,3,3,2,2
38,11,1,1,1,2,2,3
38,11,2,2,4,1,1,5
38,11,3,1,2,3,2,4
38,12,1,2,1,4,1,2
38,12,2,1,4,1,2,1
38,12,3,2,3,2,1,4
39,1,1,1,3,1,1,5
39,1,2,2,2,4,2,3
39,1,3,2,4,3,1,2
39,2,1,1,1,2,2,1
39,2,2,1,4,4,2,4
39,2,3,2,2,3,1,5
39,3,1,1,4,3,2,2
39,3,2,2,3,1,2,3
39,3,3,1,1,2,1,4
39,4,1,2,1,1,1,1
39,4,2,2,2,2,1,3
39,4,3,1,3,4,2,5
39,5,1,2,1,1,2,4
39,5,2,1,3,3,1,3
39,5,3,2,2,2,2,2
39,6,1,1,2,2,1,2
39,6,2,2,1,3,2,1
39,6,3,1,4,4,1,5
39,7,1,1,1,3,1,5
39,7,2,1,3,1,2,1
39,7,3,2,4,4,1,3
39,8,1,2,4,2,2,4
39,8,2,1,2,1,1,3
39,8,3,2,3,4,2,1
39,9,1,2,3,3,1,4
39,9,2,1,2,2,2,5
39,9,3,2,1,4,1,2
39,10,1,2,3,2,1,5
39,10,2,1,4,1,2,2
39,10,3,1,1,4,2,3
39,11,1,1,3,2,1,3
39,11,2,2,2,1,2,4
39,11,3,1,4,3,1,1
39,12,1,1,2,4,1,4
39,12,2,2,4,1,2,1
39,12,3,2,1,3,2,5
40,1,1,1,3,3,2,2
40,1,2,2,1,1,1,5
40,1,3,2,4,2,1,3
40,2,1,1,2,4,2,1
40,2,2,2,3,1,1,2
40,2,3,1,1,3,2,4
40,3,1,2,2,4,2,5
40,3,2,1,3,1,1,4
40,3,3,1,4,2,1,1
40,4,1,2,4,4,2,4
40,4,2,1,1,3,1,3
40,4,3,2,2,2,2,2
40,5,1,1,4,1,2,5
40,5,2,2,2,3,1,1
40,5,3,2,3,2,2,3
40,6,1,2,4,3,2,3
40,6,2,1,1,4,1,2
40,6,3,1,2,1,1,4
40,7,1,2,2,3,1,5
40,7,2,2,1,4,1,2
40,7,3,1,3,2,2,1
40,8,1,2,3,4,1,1
40,8,2,1,4,2,2,2
40,8,3,1,1,1,2,3
40,9,1,1,2,3,2,1
40,9,2,1,3,4,2,5
40,9,3,2,4,2,1,4
40,10,1,1,3,3,2,2
40,10,2,2,1,1,1,5
40,10,3,2,4,4,1,3
40,11,1,1,4,3,1,5
40,11,2,2,1,2,2,4
40,11,3,1,2,1,1,2
40,12,1,2,2,4,2,3
40,12,2,2,3,1,2,4
40,12,3,1,1,2,1,1
41,1,1,1,2,2,2,5
41,1,2,1,3,4,1,4
41,1,3,2,1,3,2,1
41,2,1,2,4,1,1,2
41,2,2,1,1,4,2,3
41,2,3,2,2,3,1,4
41,3,1,1,4,1,2,3
41,3,2,2,2,4,2,2
41,3,3,2,3,2,1,1
41,4,1,2,1,2,2,2
41,4,2,1,3,1,1,5
41,4,3,1,4,3,1,4
41,5,1,2,3,1,2,1
41,5,2,1,2,2,1,3
41,5,3,2,4,4,2,5
41,6,1,2,2,2,2,5
41,6,2,1,4,4,1,1
41,6,3,1,1,3,1,2
41,7,1,2,3,3,1,3
41,7,2,1,2,4,1,1
41,7,3,1,1,1,2,4
41,8,1,2,4,1,2,3
41,8,2,2,3,3,2,2
41,8,3,1,1,2,1,5
41,9,1,2,1,1,1,3
41,9,2,1,4,3,2,1
41,9,3,1,3,4,2,4
41,10,1,1,3,1,2,2
41,10,2,2,4,4,1,5
41,10,3,2,2,2,1,4
41,11,1,1,2,3,2,3
41,11,2,1,3,4,1,2
41,11,3,2,1,2,1,1
41,12,1,1,4,2,1,4
41,12,2,2,1,3,2,5
41,12,3,2,2,1,2,1
42,1,1,1,1,4,2,4
42,1,2,2,4,1,1,2
42,1,3,1,3,2,2,5
42,2,1,2,2,3,1,3
42,2,2,1,4,2,2,2
42,2,3,2,3,4,1,4
42,3,1,2,1,3,2,1
42,3,2,1,2,1,1,5
42,3,3,1,3,2,2,3
42,4,1,2,4,3,1,4
42,4,2,1,2,4,2,2
42,4,3,1,1,1,1,3
42,5,1,1,3,3,1,1
42,5,2,2,4,4,2,5
42,5,3,2,2,2,1,2
42,6,1,2,3,2,2,3
42,6,2,2,1,1,2,4
42,6,3,1,2,4,1,1
42,7,1,1,4,3,2,5
42,7,2,2,1,1,1,2
42,7,3,2,3,4,1,3
42,8,1,2,4,2,1,1
42,8,2,1,2,1,2,4
42,8,3,1,1,3,2,5
42,9,1,2,3,3,1,5
42,9,2,1,4,1,1,3
42,9,3,2,2,4,2,1
42,10,1,2,2,3,1,4
42,10,2,1,1,2,2,2
42,10,3,1,4,1,2,1
42,11,1,2,3,2,2,5
42,11,2,2,4,3,2,2
42,11,3,1,1,4,1,4
42,12,1,1,1,2,1,3
42,12,2,1,2,4,1,5
42,12,3,2,3,1,2,4
43,1,1,1,3,3,1,2
43,1,2,2,1,4,2,3
43,1,3,1,2,2,2,1
43,2,1,2,4,1,1,5
43,2,2,2,1,2,1,1
43,2,3,1,2,3,2,3
43,3,1,1,3,1,1,2
43,3,2,2,4,4,2,4
43,3,3,2,2,2,2,3
43,4,1,1,4,3,1,4
43,4,2,2,1,4,2,2
43,4,3,1,3,1,1,1
43,5,1,2,3,3,2,1
43,5,2,1,4,2,2,4
43,5,3,2,2,1,1,5
43,6,1,2,2,3,2,2
43,6,2,1,1,4,1,5
43,6,3,1,4,2,1,3
43,7,1,1,1,1,2,5
43,7,2,2,3,4,1,3
43,7,3,2,4,2,1,2
43,8,1,1,3,4,2,4
43,8,2,2,1,3,1,1
43,8,3,1,2,1,2,3
43,9,1,1,4,4,2,1
43,9,2,2,2,1,1,4
43,9,3,2,3,2,2,5
43,10,1,2,4,1,2,1
43,10,2,1,3,2,1,4
43,10,3,1,1,3,1,2
43,11,1,1,1,3,2,3
43,11,2,2,2,4,1,2
43,11,3,1,3,1,1,5
43,12,1,2,4,3,2,5
43,12,2,2,1,2,2,4
43,12,3,1,2,4,1,1
44,1,1,1,2,2,2,2
44,1,2,2,4,4,1,3
44,1,3,2,1,1,1,1
44,2,1,2,2,2,1,5
44,2,2,1,3,3,2,4
44,2,3,1,4,4,2,2
44,3,1,1,1,3,1,4
44,3,2,2,3,1,2,3
44,3,3,1,4,2,1,1
44,4,1,2,3,1,2,2
44,4,2,1,2,3,1,3
44,4,3,2,1,4,2,5
44,5,1,2,1,4,1,4
44,5,2,2,3,3,1,2
44,5,3,1,2,1,2,1
44,6,1,2,2,3,1,5
44,6,2,1,4,2,2,3
44,6,3,1,3,4,2,1
44,7,1,2,3,4,1,3
44,7,2,1,4,1,1,2
44,7,3,2,1,2,2,4
44,8,1,2,4,3,1,3
44,8,2,1,2,2,2,2
44,8,3,1,1,1,2,5
44,9,1,2,4,4,2,1
44,9,2,2,2,3,2,4
44,9,3,1,3,2,1,5
44,10,1,1,1,1,1,3
44,10,2,2,3,2,2,1
44,10,3,1,2,4,1,4
44,11,1,2,1,1,1,2
44,11,2,1,4,3,2,5
44,11,3,2,3,2,1,1
44,12,1,2,4,1,1,4
44,12,2,1,2,3,2,2
44,12,3,1,1,4,2,3
45,1,1,1,3,4,1,2
45,1,2,2,2,1,2,5
45,1,3,1,1,2,1,1
45,2,1,1,3,1,1,4
45,2,2,2,4,3,2,3
45,2,3,2,1,4,2,5
45,3,1,2,2,2,1,2
45,3,2,1,4,3,2,4
45,3,3,1,3,1,2,3
45,4,1,1,2,4,2,5
45,4,2,2,4,2,1,3
45,4,3,2,1,3,1,1
45,5,1,2,2,1,2,1
45,5,2,1,3,3,1,5
45,5,3,2,4,4,1,2
45,6,1,1,4,1,2,1
45,6,2,1,1,2,2,4
45,6,3,2,2,3,1,3
45,7,1,1,4,1,1,2
45,7,2,1,1,2,1,5
45,7,3,2,3,4,2,4
45,8,1,2,3,2,2,2
45,8,2,1,2,4,1,1
45,8,3,2,1,3,2,3
45,9,1,2,1,4,2,2
45,9,2,1,3,3,2,5
45,9,3,2,2,1,1,4
45,10,1,1,2,4,1,3
45,10,2,1,4,2,1,5
45,10,3,2,3,3,2,1
45,11,1,1,1,1,1,1
45,11,2,2,3,4,1,5
45,11,3,2,4,2,2,4
45,12,1,1,1,1,2,2
45,12,2,1,2,2,2,3
45,12,3,2,4,3,1,4
46,1,1,2,2,1,2,5
46,1,2,1,3,3,1,4
46,1,3,1,4,4,2,1
46,2,1,1,2,3,2,2
46,2,2,2,4,1,1,5
46,2,3,2,1,2,1,3
46,3,1,1,1,4,2,4
46,3,2,2,3,2,1,1
46,3,3,2,4,1,2,3
46,4,1,2,2,2,2,4
46,4,2,1,3,4,1,3
46,4,3,1,1,3,1,2
46,5,1,2,2,4,1,2
46,5,2,1,4,2,2,5
46,5,3,2,1,3,2,1
46,6,1,1,2,3,1,1
46,6,2,1,3,1,1,4
46,6,3,2,4,4,2,2
46,7,1,1,4,4,2,4
46,7,2,2,3,1,2,3
46,7,3,1,1,2,1,5
46,8,1,1,3,2,2,2
46,8,2,2,1,1,1,5
46,8,3,2,2,3,1,1
46,9,1,2,4,2,1,2
46,9,2,2,3,3,2,5
46,9,3,1,2,1,2,3
46,10,1,2,2,2,2,4
46,10,2,1,1,4,1,3
46,10,3,1,4,3,1,1
46,11,1,2,1,4,2,1
46,11,2,1,3,1,1,4
46,11,3,1,4,3,2,3
46,12,1,2,3,2,1,3
46,12,2,1,1,1,2,2
46,12,3,2,2,4,1,5
47,1,1,2,1,3,1,4
47,1,2,1,4,4,1,5
47,1,3,1,3,2,2,1
47,2,1,2,3,4,2,5
47,2,2,2,2,1,2,2
47,2,3,1,4,2,1,4
47,3,1,2,4,4,1,3
47,3,2,2,1,1,2,1
47,3,3,1,2,3,1,2
47,4,1,1,1,1,2,3
47,4,2,1,2,2,2,5
47,4,3,2,3,3,1,2
47,5,1,1,3,3,2,1
47,5,2,2,2,1,1,4
47,5,3,2,1,2,1,2
47,6,1,2,3,1,1,1
47,6,2,1,4,4,2,4
47,6,3,1,1,3,2,5
47,7,1,2,1,3,2,4
47,7,2,1,2,2,1,3
47,7,3,2,4,4,2,2
47,8,1,2,3,2,2,3
47,8,2,1,2,4,1,5
47,8,3,1,4,1,1,1
47,9,1,2,4,1,1,5
47,9,2,2,2,2,2,1
47,9,3,1,3,4,2,2
47,10,1,1,1,3,1,3
47,10,2,2,2,4,2,4
47,10,3,1,3,1,1,2
47,11,1,1,2,1,2,3
47,11,2,2,4,3,2,5
47,11,3,1,1,2,1,4
47,12,1,1,3,3,2,4
47,12,2,2,4,2,1,3
47,12,3,2,1,4,1,1
48,1,1,2,3,3,1,5
48,1,2,2,1,2,2,2
48,1,3,1,2,4,1,1
48,2,1,1,4,1,2,1
48,2,2,2,3,4,1,3
48,2,3,1,1,2,2,5
48,3,1,1,3,4,2,3
48,3,2,1,4,3,1,2
48,3,3,2,2,1,2,4
48,4,1,1,4,2,2,1
48,4,2,2,2,3,1,2
48,4,3,2,1,1,1,4
48,5,1,1,1,4,1,1
48,5,2,1,2,2,1,5
48,5,3,2,4,3,2,3
48,6,1,2,3,1,2,5
48,6,2,2,1,4,2,2
48,6,3,1,2,3,1,4
48,7,1,2,3,2,1,1
48,7,2,1,4,1,2,2
48,7,3,1,2,3,2,3
48,8,1,2,1,4,1,3
48,8,2,2,4,1,1,5
48,8,3,1,3,2,2,4
48,9,1,2,4,2,1,4
48,9,2,1,3,1,1,2
48,9,3,2,2,3,2,1
48,10,1,1,1,4,2,5
48,10,2,1,4,3,2,2
48,10,3,2,2,1,1,3
48,11,1,1,1,2,1,1
48,11,2,1,2,1,2,5
48,11,3,2,3,4,2,4
48,12,1,1,1,2,2,3
48,12,2,2,3,3,1,2
48,12,3,2,4,4,1,5
49,1,1,1,2,4,1,4
49,1,2,1,3,1,1,3
49,1,3,2,1,3,2,1
49,2,1,1,1,3,1,4
